Gene	GSM3288223_Sample_01-H_dLCC	GSM3288226_Sample_02-H_dRoDeAA	GSM3288228_Sample_03-H_dZC	GSM3288231_Sample_04-H_dTG	GSM3288234_Sample_05-H_dPF	GSM3288237_Sample_06-H_dGiAg	GSM3288240_Sample_07-H_dLePe	GSM3288243_Sample_08-H_dNB	GSM3288245_Sample_09-H_tripletC	GSM3288248_Sample_10-H_tripletH	GSM3288251_Sample_11-H_tripletQ	GSM3288254_Sample_12-H_tripletW	GSM3288257_Sample_13-H_tripletS	GSM3288260_Sample_14-H_tripletA	GSM3288263_Sample_15-H_tripletG	GSM3288266_Sample_16-H_tripletJ	GSM3288273_Sample_18-H_tripletT
TFAP4	129	320	354	197	142	203	85	116	21	58	71	74	102	95	68	80	222
TFB1M	344	364	300	220	70	122	54	72	28	116	165	141	118	135	85	184	348
TFB2M	78	288	346	89	17	39	22	15	36	116	198	183	126	154	118	269	370
TFCP2	317	660	621	284	216	207	81	109	200	460	523	617	523	538	409	801	962
TFCP2L1	50	2	12	30	115	9	15	27	0	0	1	1	4	2	0	1	0
TFDP1	252	2294	2953	602	196	385	91	334	902	4871	4165	13164	2336	4347	5894	7545	11325
TFDP2	1179	2255	2312	957	371	1264	422	1036	2983	4291	4218	7793	4447	5186	4865	6430	5406
TFDP3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
TFE3	1121	629	613	719	1093	414	365	343	111	375	270	1350	335	497	1417	628	865
TFEB	300	40	19	130	1204	55	264	281	29	24	11	24	44	80	16	21	14
TFEC	55	51	48	96	264	10	42	24	1	12	3	30	5	20	13	5	10
TFF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFF3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
TFG	936	1227	1338	821	425	452	167	246	356	939	1168	1569	990	1045	836	1769	1955
TFIP11	1398	1494	1569	741	839	1101	419	748	902	1374	1740	2099	1769	2189	1681	2325	2963
TFPI	227	515	481	349	111	223	63	100	34	210	265	750	228	217	274	499	417
TFPI2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFPT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TFR2	4519	6231	5008	3680	333	2566	583	1190	1591	4303	4325	8743	2892	4966	4624	3898	9080
TFRC	12250	30947	41177	19283	2268	12346	1469	8285	27553	100265	95642	201973	82877	90719	115958	195628	154371
TG	1	2	4	6	4	0	3	25	0	0	0	1	0	0	1	2	0
TGDS	56	212	165	96	16	26	6	7	10	60	79	126	58	49	69	124	256
TGFA	7	93	5	9	12	2	10	6	0	1	1	5	0	2	0	1	9
TGFA-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFB1	7259	3127	4928	5678	7646	5774	4624	4468	281	313	634	457	1011	1070	355	671	2101
TGFB1I1	340	84	41	128	89	172	119	132	17	59	71	127	41	72	73	89	117
TGFB2	0	3	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TGFB2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFB2-OT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGFB3	16	80	28	11	9	16	6	6	4	9	18	9	15	24	6	11	23
TGFBI	234	368	336	413	661	127	155	186	33	122	68	418	187	658	86	67	216
TGFBR1	536	469	445	567	481	162	86	128	91	255	233	287	159	272	243	344	499
TGFBR2	291	462	341	337	118	125	54	31	3	25	49	58	39	51	36	50	170
TGFBR3	127	52	10	54	13	34	10	12	8	8	5	9	3	14	9	8	8
TGFBR3L	286	99	178	152	131	386	205	484	407	433	328	189	281	509	187	394	318
TGFBRAP1	430	772	653	283	283	204	119	154	84	153	250	230	273	287	123	368	579
TGIF1	347	583	822	474	219	266	91	114	68	282	215	959	237	240	684	323	815
TGIF2	535	300	175	161	513	196	287	254	36	19	40	30	99	72	22	35	72
TGIF2-C20orf24	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LX	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGIF2LY	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM1	32	13	17	16	37	24	11	17	19	17	23	15	22	14	11	22	17
TGM2	188	2919	1923	450	57	351	43	321	383	2147	1309	4845	1020	1659	2246	2680	4763
TGM3	1	3	1	1	7	0	0	1	0	0	0	1	3	0	0	3	0
TGM4	2	0	0	0	0	0	0	0	1	4	3	11	2	7	3	15	2
TGM5	5	0	6	3	15	6	9	9	9	5	3	5	6	17	6	1	0
TGM6	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
TGM7	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
TGOLN2	862	1524	1327	1088	613	389	198	214	131	556	542	976	496	582	541	1024	1426
TGS1	78	424	509	148	50	105	26	51	41	327	292	725	174	257	379	361	735
TH	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TH2LCRR	2	0	3	0	1	1	0	3	0	1	1	5	6	2	1	4	3
THADA	582	900	674	420	762	442	305	283	396	671	925	709	935	1101	536	1318	1265
THAP1	33	94	144	64	15	31	9	17	48	152	167	233	99	158	153	261	252
THAP10	0	16	23	12	0	5	0	1	1	6	2	4	4	2	3	11	14
THAP11	778	918	924	592	445	359	222	314	229	649	665	865	672	761	659	1320	1305
THAP2	19	57	33	16	7	4	1	6	5	25	22	40	20	13	24	34	48
THAP3	685	393	268	297	587	409	310	514	532	603	450	510	642	842	489	761	600
THAP4	1262	1142	1404	750	795	918	456	577	245	485	650	547	637	863	462	802	1384
THAP5	79	160	216	136	73	60	31	50	257	576	651	542	467	566	540	818	699
THAP6	48	100	80	49	39	18	12	12	18	50	66	109	66	56	97	122	120
THAP7	1118	642	798	517	1374	1089	769	1088	1039	677	973	470	1130	1548	378	1153	1220
THAP7-AS1	99	34	55	49	29	46	42	49	10	14	47	26	26	21	14	34	60
THAP8	214	77	104	127	168	96	84	84	22	64	65	45	46	95	68	72	112
THAP9	26	59	45	19	8	22	4	7	20	35	63	73	37	55	38	80	110
THAP9-AS1	143	562	417	220	94	91	27	50	47	272	298	388	210	213	231	466	728
THBD	53	37	58	75	58	36	27	14	4	26	18	92	20	57	28	25	46
THBS1	695	1448	1897	792	1103	609	308	227	20	50	153	50	71	65	39	123	666
THBS2	3	5	0	4	8	0	4	1	0	0	1	0	0	1	0	0	0
THBS3	758	336	189	289	387	356	364	262	83	129	96	146	134	221	99	184	222
THBS4	20	32	12	5	63	7	16	4	0	6	7	7	3	13	4	7	13
THCAT155	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
THCAT158	16	42	8	6	2	4	8	4	3	1	1	0	4	4	2	4	4
THEG	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
THEG5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEGL	0	0	3	4	0	0	0	4	0	7	2	23	1	9	9	15	11
THEM4	223	510	456	214	217	193	103	140	255	116	165	111	229	331	61	189	371
THEM5	0	2	1	0	0	0	0	0	7	12	5	80	8	29	37	19	33
THEM6	293	665	548	293	232	248	127	210	40	238	203	238	144	272	141	406	564
THEMIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THEMIS2	3040	3479	2129	2387	2711	1972	1060	1403	715	2204	2325	3270	2200	3074	2066	3492	4854
THG1L	322	683	449	188	102	308	82	147	288	379	598	407	612	648	210	778	742
THNSL1	38	169	128	29	18	29	15	20	15	35	35	24	70	53	25	95	119
THNSL2	120	47	16	13	15	32	86	6	0	1	0	1	15	1	1	0	1
THOC1	516	917	707	310	482	402	238	245	429	899	1135	797	1058	1096	553	1342	1281
THOC2	223	488	608	263	258	190	78	104	305	663	746	1055	610	1068	571	1122	1146
THOC3	31	158	237	61	22	74	16	26	68	151	236	107	136	169	122	333	366
THOC5	1152	1713	1061	633	850	929	531	759	892	1144	1437	1196	1504	1980	818	1730	1913
THOC6	1548	1363	1239	811	1777	1343	729	1375	1299	1481	1943	1332	2401	2736	823	2552	2668
THOC7	961	2450	1739	769	417	617	199	377	910	1792	3143	1897	2448	2552	1537	3956	3490
THOC7-AS1	1	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	1
THOP1	1324	1839	2238	1020	1748	1877	1074	1589	1359	1524	2039	1006	2402	3206	761	2649	2976
THPO	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
THRA	260	354	460	195	230	166	67	162	24	110	152	177	127	194	133	187	353
THRA1/BTR	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
THRAP3	1155	1433	1909	920	1077	867	485	659	1057	1705	1661	2746	1678	2414	1637	2451	3046
THRB	168	367	176	154	10	87	31	58	40	91	216	155	207	130	115	338	346
THRB-AS1	12	4	2	2	6	3	2	8	0	1	1	1	1	1	2	3	8
THRIL	15	8	16	4	14	5	4	7	19	17	20	13	21	26	5	23	9
THRSP	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THSD1	0	1	4	0	6	2	1	0	1	1	1	4	1	0	0	2	0
THSD4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	1
THSD4-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THSD4-AS2	15	0	2	3	20	7	13	12	7	4	5	5	9	10	4	8	4
THSD7A	0	19	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0
THSD7B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THTPA	221	255	255	155	194	123	64	106	93	253	273	283	281	323	252	406	393
THUMPD1	165	415	554	305	81	123	60	55	94	318	454	535	312	486	368	759	852
THUMPD2	130	305	255	133	100	102	38	60	119	256	346	243	273	364	138	508	527
THUMPD3	370	761	667	281	275	308	103	177	307	546	720	547	536	745	354	872	1094
THUMPD3-AS1	227	215	164	131	109	87	52	51	56	151	228	195	106	175	140	313	291
THY1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
THYN1	1101	1659	1093	533	702	789	450	616	896	1126	1809	779	1646	1812	537	2387	1827
TIA1	212	537	587	266	162	152	68	117	177	545	648	931	487	547	639	1030	1147
TIAF1	1	0	2	2	2	0	1	0	0	1	0	2	0	2	2	4	4
TIAL1	965	1599	1414	800	625	629	272	350	531	1454	1634	2439	1453	1694	1596	2694	2661
TIAM1	31	33	4	7	25	18	9	4	0	2	2	9	2	9	4	0	2
TIAM2	10	6	4	2	2	1	0	1	0	2	0	2	1	3	2	3	6
TICAM1	202	163	234	235	224	156	89	74	14	85	82	174	56	111	83	110	276
TICAM2	0	0	2	2	0	0	0	0	0	1	0	1	0	0	0	2	3
TICRR	170	473	395	163	327	365	131	298	535	758	802	1042	919	1106	623	1084	1366
TIE1	11	18	5	2	13	5	24	1	0	0	0	0	1	1	0	0	0
TIFA	29	106	64	30	29	16	10	17	8	16	28	47	19	17	17	46	79
TIFAB	14	8	3	13	69	3	10	5	0	1	0	2	3	4	0	0	0
TIGAR	48	42	43	39	56	21	19	18	32	36	27	51	48	60	29	51	57
TIGD1	91	166	94	74	63	78	40	51	29	86	77	125	73	128	105	155	190
TIGD2	34	123	108	27	15	37	14	11	11	82	87	91	48	72	41	134	195
TIGD3	88	54	45	26	23	38	24	41	59	30	31	39	41	82	22	74	68
TIGD4	1	3	7	0	0	6	0	0	0	4	0	1	0	0	1	2	4
TIGD5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIGD6	73	102	97	51	32	38	14	18	24	35	56	49	46	42	31	86	120
TIGD7	65	175	86	47	23	35	10	14	19	79	47	124	28	60	83	83	90
TIGIT	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TIMD4	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
TIMELESS	316	1539	1597	392	380	515	135	173	490	1702	1868	1921	1565	1985	1121	2619	3326
TIMM10	1157	1747	1279	421	1062	973	867	1427	1883	1852	3979	1020	3775	4402	805	3527	3141
TIMM10B	862	783	707	388	585	420	329	462	346	396	516	485	660	629	309	858	792
TIMM13	3858	3085	2961	1649	3934	3264	2484	4399	2926	1812	2979	1011	4963	4199	923	3498	3191
TIMM17A	576	1165	1371	604	468	455	137	199	611	1071	1539	1220	1544	1424	908	2442	2177
TIMM17B	1219	1288	878	584	1472	1244	706	1516	1416	1914	2033	1826	2403	2943	1674	2867	2336
TIMM21	105	504	637	158	71	124	28	72	73	430	555	443	378	515	343	619	1007
TIMM22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TIMM23	863	1596	1493	577	369	617	227	424	895	2294	2714	3039	2959	2935	2396	4138	3675
TIMM23B	24	56	80	21	11	19	3	18	32	86	86	227	99	105	100	183	198
TIMM44	1333	1735	1861	875	1236	1283	579	992	908	1870	2023	2174	2742	2863	1430	2597	3419
TIMM50	1280	1570	1977	848	1177	1504	726	1230	1217	1475	1842	1086	2371	2800	768	2503	2744
TIMM8A	379	215	241	134	107	127	115	120	257	354	478	294	500	627	224	595	460
TIMM8B	904	1263	1188	481	831	750	298	701	702	1036	1551	566	1741	1808	535	1872	1522
TIMM9	660	1196	723	421	291	434	190	324	380	479	809	460	810	715	325	1076	1051
TIMMDC1	591	1216	1306	576	320	382	151	207	104	671	762	850	635	714	647	1263	1615
TIMP1	90600	14185	43557	58264	8676	56760	25478	27913	5680	1875	7401	1015	22061	4830	2665	10919	16674
TIMP2	1600	353	285	778	5261	389	1228	1224	63	94	38	142	201	443	89	36	45
TIMP3	849	1821	1595	698	50	576	399	367	149	380	496	408	356	278	164	803	665
TIMP4	62	8	17	22	113	9	20	38	0	0	1	0	0	0	0	0	0
TINAG	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TINAGL1	8	5	3	3	9	6	22	4	2	5	6	6	10	6	9	9	64
TINCR	184	26	67	48	11	25	22	20	19	30	22	28	19	43	34	44	63
TINF2	880	922	785	600	418	375	190	329	250	933	718	1658	679	747	1046	1346	1517
TIPARP	111	182	140	117	92	69	28	28	19	70	139	270	67	195	151	254	303
TIPARP-AS1	27	28	8	10	26	19	12	33	2	3	4	11	8	6	1	6	9
TIPIN	35	246	263	45	45	65	10	34	96	179	274	126	267	258	82	385	374
TIPRL	355	1001	858	388	235	261	64	167	198	539	797	661	549	712	328	1143	1218
TIRAP	77	25	37	29	38	17	15	10	2	4	10	6	20	20	7	20	13
TISP43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TJAP1	714	631	707	477	490	506	237	258	165	746	637	1123	576	824	725	901	1420
TJP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TJP2	1042	908	1783	1773	94	728	77	235	243	1744	1201	1781	588	758	1135	3141	3722
TJP3	8	2	1	3	20	1	1	2	0	0	1	0	1	1	0	0	0
TK1	1125	3724	4209	1389	1794	2706	619	2131	3804	9653	9261	5618	8766	11953	5335	15087	14013
TK2	404	502	242	322	342	183	111	124	35	64	100	85	128	116	59	203	195
TKFC	745	1420	1245	514	657	806	284	470	380	833	895	865	985	1190	530	1225	1569
TKT	10710	13311	10620	6700	12193	7097	4589	5886	1690	2348	3894	3071	4383	5192	2086	4345	8049
TKTL1	4	2	1	0	0	1	0	2	0	0	0	1	1	1	0	0	0
TKTL2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
TLCD1	50	70	83	26	11	41	13	22	29	43	62	59	54	70	41	71	110
TLCD2	0	0	0	0	0	0	0	0	1	1	1	0	4	5	0	0	0
TLDC1	150	110	108	103	79	37	25	28	23	12	18	27	25	33	32	41	58
TLDC2	37	27	8	8	6	0	0	1	2	3	1	0	1	4	0	1	0
TLE1	191	375	215	128	50	188	46	95	6	134	83	60	26	36	32	235	318
TLE2	5	2	6	2	0	5	0	12	0	63	75	285	42	14	64	103	8
TLE3	2319	946	1273	1317	1416	1243	913	1072	758	1038	961	1183	1289	1483	865	1535	1625
TLE4	86	166	69	69	140	49	28	56	88	88	205	328	129	254	98	198	242
TLE6	2	1	0	0	2	0	1	2	0	1	0	0	1	1	0	0	0
TLK1	302	831	837	455	266	250	90	141	241	840	1000	1260	677	886	627	1536	1711
TLK2	290	285	233	224	190	161	101	130	146	293	284	605	364	396	449	586	514
TLL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLL2	4	1	2	4	0	2	0	2	0	6	1	5	4	5	11	19	10
TLN1	5180	6592	6325	4406	5280	4077	1882	2431	1257	6253	5779	10704	3966	8018	6373	6712	15189
TLN2	22	78	72	23	47	19	17	15	124	57	79	235	29	173	62	49	155
TLR1	24	59	31	22	33	6	3	8	1	3	3	17	2	8	5	7	21
TLR10	4	5	5	6	8	3	7	9	4	14	6	8	12	14	9	8	16
TLR2	610	226	295	606	1209	183	169	230	2	17	4	52	29	60	22	7	10
TLR3	0	6	4	0	0	0	0	0	3	1	3	4	2	2	2	3	13
TLR4	328	249	139	266	926	79	109	143	3	9	5	47	18	36	18	6	11
TLR5	29	16	50	25	87	10	4	16	0	0	0	5	0	3	4	6	10
TLR6	44	57	36	30	73	16	23	21	53	31	26	30	48	31	15	33	41
TLR7	23	8	5	11	47	6	15	15	15	8	17	17	27	20	7	28	12
TLR8	17	18	16	27	12	9	6	8	0	5	0	18	0	9	3	1	3
TLR8-AS1	3	4	0	3	7	3	5	0	4	3	3	0	1	9	4	7	2
TLR9	32	6	5	8	39	5	12	15	3	0	0	1	0	0	3	0	3
TLX1	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX1NB	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TLX2	1	1	0	0	2	0	0	0	0	0	2	2	1	0	1	0	0
TLX3	8	6	9	7	1	9	0	3	1	2	2	8	0	0	8	2	8
TM2D1	68	193	84	74	54	25	15	11	57	220	257	390	149	195	255	313	438
TM2D2	459	533	461	309	384	229	118	196	95	278	313	249	309	363	196	465	538
TM2D3	372	513	408	312	187	179	79	147	206	535	575	887	431	570	728	900	969
TM4SF1	34	23	89	78	36	62	31	38	0	0	1	2	6	1	0	5	4
TM4SF1-AS1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF18	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TM4SF19	3	2	1	15	19	1	2	5	3	1	0	2	3	13	0	0	0
TM4SF19-AS1	15	7	18	14	18	7	7	14	24	14	25	12	20	29	15	28	21
TM4SF19-TCTEX1D2	1	0	1	0	2	0	0	0	0	0	0	0	2	0	0	0	3
TM4SF20	1	1	1	0	0	0	0	2	1	2	0	2	2	4	1	4	1
TM4SF4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TM6SF1	97	203	138	133	53	37	9	26	6	16	19	31	22	58	27	37	64
TM6SF2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0
TM7SF2	2726	897	820	893	1199	910	843	1343	270	323	320	554	532	537	882	452	617
TM7SF3	585	2792	1886	649	413	377	167	202	159	708	917	952	691	850	791	1604	2287
TM9SF1	636	638	645	442	317	290	177	188	146	294	403	485	420	399	320	611	776
TM9SF2	910	1961	1778	1239	893	664	254	309	349	902	1097	1730	816	1024	865	1592	1920
TM9SF3	1222	2644	2635	1224	791	923	327	553	1120	4068	4298	6940	2712	4090	4551	6669	6986
TM9SF4	521	816	777	521	311	274	147	165	62	274	258	628	199	277	423	368	822
TMA16	239	419	488	195	115	217	88	128	173	234	453	238	469	393	215	532	635
TMA7	2223	2189	2417	1398	1450	1401	764	1195	1208	1678	2251	1844	2079	3089	1105	3218	2941
TMBIM1	4224	4693	4758	3547	1847	2235	881	1641	1247	7076	5356	14285	5553	6137	10135	9048	10594
TMBIM4	580	1135	1124	605	476	306	102	174	100	540	646	773	396	559	587	919	1261
TMBIM6	7801	8581	7995	5835	4022	3032	1646	2652	1848	6635	6065	11356	5978	6827	8542	11351	12466
TMC1	1	0	0	0	5	1	0	2	5	3	3	5	2	4	6	7	4
TMC2	0	1	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1
TMC3	0	1	1	0	0	0	0	0	0	0	0	0	1	4	0	3	0
TMC3-AS1	0	11	2	0	0	1	3	2	0	0	0	0	0	2	1	4	2
TMC4	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
TMC5	70	147	167	69	17	65	9	67	275	335	207	1069	375	415	883	449	422
TMC6	3204	1967	2078	1976	2332	1954	1291	1480	2410	2838	3878	4289	3427	5852	1759	4801	4415
TMC7	11	13	23	14	22	6	11	13	38	50	41	187	45	66	105	71	166
TMC8	1193	955	792	499	2826	498	903	424	263	334	387	717	429	678	157	399	325
TMCC1	74	119	81	89	57	25	19	22	6	20	20	41	30	34	19	50	71
TMCC1-AS1	96	124	61	44	74	45	40	24	2	16	22	26	23	19	16	31	30
TMCC2	379	289	578	392	107	170	54	270	2912	3607	1912	25971	5359	4934	20235	9867	7573
TMCC3	23	25	5	28	26	10	12	8	0	1	0	20	0	3	4	5	9
TMCO1	759	1752	1520	750	412	449	168	290	311	1071	1382	1484	1097	1315	882	2112	2341
TMCO2	1	0	0	0	0	0	0	1	4	0	0	0	0	2	2	0	0
TMCO3	213	484	622	382	75	126	47	41	44	293	363	743	281	388	461	735	1233
TMCO4	231	210	194	95	153	85	59	49	16	46	58	45	65	77	44	89	151
TMCO5A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO5B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMCO6	146	322	262	120	97	132	36	123	75	255	187	396	182	288	359	303	489
TMED1	1562	1007	792	878	1183	1062	595	1076	680	1187	1103	1238	1524	1517	890	1616	1568
TMED10	1199	2067	2109	1442	928	560	239	321	348	852	1168	1336	927	1169	1039	1799	2231
TMED10P1	1	9	12	0	5	6	5	4	9	13	19	10	16	15	9	13	18
TMED11P	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
TMED2	816	1725	1919	981	609	471	156	220	224	657	777	1201	719	763	747	1281	1926
TMED3	4633	2334	1632	1723	2278	1578	1655	1768	760	626	899	358	1603	1491	499	1582	1275
TMED4	867	844	710	582	504	310	222	304	293	750	655	1096	591	813	721	1058	1318
TMED5	326	589	595	389	219	130	75	107	138	322	366	477	257	340	340	585	591
TMED6	11	13	10	8	5	2	5	0	4	3	6	16	7	9	4	15	7
TMED7	85	174	431	176	37	35	23	37	40	211	294	516	126	236	268	366	672
TMED7-TICAM2	0	1	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
TMED8	1	8	3	3	8	0	2	4	8	2	2	4	2	6	3	0	6
TMED9	6261	3524	3170	3284	3441	2215	1492	1501	841	2011	2268	1501	1998	2568	1253	2543	3104
TMEFF1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEFF2	1	2	0	2	0	0	0	0	0	0	1	0	1	0	0	0	0
TMEM100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM101	1261	887	809	644	756	673	435	647	352	596	636	443	853	810	347	952	1060
TMEM102	495	166	267	322	604	379	351	433	58	38	58	34	105	102	27	74	108
TMEM104	709	264	284	314	565	265	330	264	119	187	215	175	272	273	175	236	365
TMEM105	5	2	1	4	8	6	5	4	9	39	31	16	43	32	44	40	22
TMEM106A	183	86	61	86	250	61	71	53	25	27	37	47	46	58	34	50	73
TMEM106B	29	151	239	86	23	44	12	11	21	132	180	176	81	152	123	222	396
TMEM106C	414	1487	1411	383	440	365	139	273	624	1488	1410	1239	1310	1574	879	2219	2161
TMEM107	240	210	137	119	142	53	61	83	20	56	45	44	53	66	33	103	101
TMEM108	6	14	7	2	0	0	0	0	0	0	0	1	0	0	0	0	0
TMEM108-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM109	1208	1985	2264	990	757	926	372	645	432	1247	1421	1096	1486	1624	748	2306	3011
TMEM11	557	537	792	395	394	397	191	308	301	930	915	1154	837	1032	923	1294	1409
TMEM110	300	238	244	171	260	140	97	98	129	233	243	181	275	278	147	372	396
TMEM110-MUSTN1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0
TMEM114	0	0	0	0	1	0	0	0	2	1	1	0	0	3	3	1	5
TMEM115	2263	957	1027	1122	1709	1210	1037	1289	630	1021	1050	1624	1477	1494	1667	1606	1652
TMEM116	25	130	88	34	15	24	4	22	37	145	143	163	107	79	90	184	163
TMEM117	84	102	64	66	18	44	17	17	5	14	20	23	19	13	14	32	56
TMEM119	26	6	3	15	21	11	7	20	8	7	7	18	13	7	9	10	11
TMEM120A	1542	594	581	736	1411	627	846	793	228	354	317	453	363	527	327	424	598
TMEM120B	359	491	463	254	211	304	125	226	585	1599	1370	2697	1058	1636	1340	1822	2401
TMEM121	3	5	4	2	13	3	10	2	5	5	2	7	0	2	3	2	0
TMEM123	250	532	744	417	437	135	112	112	15	103	138	184	103	191	102	234	439
TMEM125	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0
TMEM126A	257	696	543	236	105	165	52	61	120	459	582	462	539	483	303	944	920
TMEM126B	181	804	822	324	131	115	18	29	26	376	386	558	252	308	439	670	886
TMEM127	1117	497	741	646	1041	399	395	428	130	312	335	621	357	432	447	557	690
TMEM128	52	187	168	80	33	23	9	13	14	141	126	242	108	88	111	275	318
TMEM129	1001	725	711	652	602	523	309	362	235	622	610	726	570	820	508	858	1231
TMEM130	2	8	4	4	3	8	3	2	14	4	6	12	19	12	6	15	12
TMEM131	271	657	675	360	152	170	45	63	228	465	559	849	484	570	513	900	1127
TMEM132A	21	1	0	8	27	3	12	11	0	1	1	0	2	0	0	1	0
TMEM132B	7	5	1	3	8	3	1	2	11	1	5	2	8	9	2	2	9
TMEM132C	34	0	3	6	2	0	1	6	0	0	0	0	0	0	0	0	0
TMEM132D	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
TMEM132E	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
TMEM133	1	13	13	3	0	2	0	0	3	10	17	41	6	10	39	12	26
TMEM134	612	227	246	288	346	324	218	262	54	118	107	99	152	149	133	221	264
TMEM135	158	305	308	166	81	67	36	64	31	65	104	131	92	93	49	155	206
TMEM136	34	19	18	32	6	11	14	2	10	8	11	11	16	12	12	19	22
TMEM138	752	728	635	509	725	391	259	412	287	755	827	1178	720	899	761	1218	1447
TMEM139	2	1	0	0	1	0	0	0	0	1	0	3	2	2	2	2	1
TMEM140	426	119	125	195	279	53	88	103	91	147	126	1027	284	290	1114	306	436
TMEM141	1802	2928	1961	1045	1178	1247	791	1371	1113	1459	1959	944	1992	2374	895	2618	2312
TMEM143	84	100	106	47	108	44	40	52	34	108	91	169	77	143	70	105	206
TMEM144	12	99	63	24	20	15	12	8	5	18	19	27	27	18	27	40	84
TMEM145	4	2	1	0	1	1	1	5	0	0	0	0	0	0	0	1	0
TMEM147	2187	1146	1483	1002	1809	1023	836	1361	769	895	1162	749	1528	1717	655	1688	1683
TMEM147-AS1	122	147	115	106	98	135	62	55	23	83	85	87	97	111	66	155	239
TMEM14A	98	188	218	103	15	35	6	8	8	26	41	23	15	32	14	41	71
TMEM14B	232	1861	1560	464	132	252	49	183	410	2639	2623	4151	2153	3132	2298	5726	5539
TMEM14C	1744	7075	3765	2313	508	1202	234	777	1304	4286	4081	7055	4114	5594	4349	12678	13240
TMEM14E	3	0	1	0	0	0	0	2	0	3	0	1	1	1	13	6	0
TMEM150A	349	105	111	212	223	110	147	97	0	14	10	18	31	26	15	20	43
TMEM150B	70	16	24	54	317	11	46	17	0	3	0	2	4	10	0	0	7
